ticket_custom_field_id,zendesk_ticket_id,field_id,field_value,extracted_at
61|51536708125979,61,51536708125979,,2026-08-06T07:59:40.903Z
61|53413823625115,61,53413823625115,,2026-08-06T07:59:40.903Z
61|53413857466651,61,53413857466651,,2026-08-06T07:59:40.903Z
61|53413889889179,61,53413889889179,,2026-08-06T07:59:40.903Z
61|53413889909659,61,53413889909659,,2026-08-06T07:59:40.903Z
61|53413906451867,61,53413906451867,,2026-08-06T07:59:40.903Z
61|53413906511387,61,53413906511387,,2026-08-06T07:59:40.903Z
69|22950764862363,69,22950764862363,,2026-08-06T07:59:40.903Z
69|22951106310811,69,22951106310811,sistema_ccp,2026-08-06T07:59:40.903Z
69|22986688179995,69,22986688179995,no,2026-08-06T07:59:40.903Z
69|23570126394907,69,23570126394907,problema,2026-08-06T07:59:40.903Z
69|34267608050075,69,34267608050075,,2026-08-06T07:59:40.903Z
69|39065204608155,69,39065204608155,,2026-08-06T07:59:40.903Z
69|40011436329115,69,40011436329115,,2026-08-06T07:59:40.903Z
69|43011722643739,69,43011722643739,,2026-08-06T07:59:40.903Z
69|43806479792155,69,43806479792155,,2026-08-06T07:59:40.903Z
69|43806495652507,69,43806495652507,,2026-08-06T07:59:40.903Z
69|46198959369371,69,46198959369371,,2026-08-06T07:59:40.903Z
69|46199043039259,69,46199043039259,,2026-08-06T07:59:40.903Z
69|49468052627483,69,49468052627483,,2026-08-06T07:59:40.903Z
69|50338064550299,69,50338064550299,,2026-08-06T07:59:40.903Z
69|50338094524571,69,50338094524571,,2026-08-06T07:59:40.903Z
69|51536708125979,69,51536708125979,,2026-08-06T07:59:40.903Z
69|53413823625115,69,53413823625115,,2026-08-06T07:59:40.903Z
69|53413857466651,69,53413857466651,,2026-08-06T07:59:40.903Z
69|53413889889179,69,53413889889179,,2026-08-06T07:59:40.903Z
69|53413889909659,69,53413889909659,,2026-08-06T07:59:40.903Z
69|53413906451867,69,53413906451867,,2026-08-06T07:59:40.903Z
69|53413906511387,69,53413906511387,,2026-08-06T07:59:40.903Z
54|22950764862363,54,22950764862363,,2026-08-06T07:59:40.903Z
54|22951106310811,54,22951106310811,acelerador_lineal,2026-08-06T07:59:40.903Z
54|22986688179995,54,22986688179995,no,2026-08-06T07:59:40.903Z
54|23570126394907,54,23570126394907,,2026-08-06T07:59:40.903Z
54|34267608050075,54,34267608050075,,2026-08-06T07:59:40.903Z
54|39065204608155,54,39065204608155,,2026-08-06T07:59:40.903Z
54|40011436329115,54,40011436329115,,2026-08-06T07:59:40.903Z
54|43011722643739,54,43011722643739,,2026-08-06T07:59:40.903Z
54|43806479792155,54,43806479792155,,2026-08-06T07:59:40.903Z
54|43806495652507,54,43806495652507,,2026-08-06T07:59:40.903Z
54|46198959369371,54,46198959369371,,2026-08-06T07:59:40.903Z
54|46199043039259,54,46199043039259,,2026-08-06T07:59:40.903Z
54|49468052627483,54,49468052627483,,2026-08-06T07:59:40.903Z
54|50338064550299,54,50338064550299,,2026-08-06T07:59:40.903Z
54|50338094524571,54,50338094524571,,2026-08-06T07:59:40.903Z
54|51536708125979,54,51536708125979,,2026-08-06T07:59:40.903Z
54|53413823625115,54,53413823625115,,2026-08-06T07:59:40.903Z
54|53413857466651,54,53413857466651,,2026-08-06T07:59:40.903Z
54|53413889889179,54,53413889889179,,2026-08-06T07:59:40.903Z
