lifecycle_event_id,fieldbeat_task_id,event_date,client_key,client_name,equipment_internal_id,equipment_uuid,task_type,task_state,technician_names,linked_zendesk_ticket_id,used_part_id,raw_part_identifier,part_name,quantity,dolibarr_product_id,dolibarr_ref,dolibarr_label,match_status,match_method,match_confidence,replacement_event_inferred,event_type_inferred,task_equipment_count,association_confidence_score,association_confidence_label,association_confidence_factors,after_hours_minutes,business_minutes,calculation_status,calculation_notes
269_NOEQUIP_269|2|0|no hay,269,2019-04-15T23:00:00.000Z,FIELD_BEAT_CLIENT||UC CHRISTUS - CECA,UC CHRISTUS - CECA,,,CORRECTIVA PROGRAMADA,FINISHED,glopez,,269|2|0|no hay,no hay,no hay,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (NO_MATCH),90,0,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
273_NOEQUIP_273|2|0|n/c,273,2019-04-24T15:35:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,SERVICIO DE SALUD DE MAGALLANES,,,CORRECTIVA NO PROGRAMADA,FINISHED,raguila,,273|2|0|n/c,n/c,n/c,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,120,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
274_NOEQUIP_274|2|0|N/C,274,2019-04-29T11:50:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,SERVICIO DE SALUD DE MAGALLANES,,,CORRECTIVA NO PROGRAMADA,SCHEDULED,,,274|2|0|N/C,N/C,N/C,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),40,20,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
277_NOEQUIP_277|2|0|No hay,277,2019-05-09T18:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,277|2|0|No hay,No hay,"No hay
",,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,120,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
279_Linac-153935_279|2|0|no hay,279,2019-05-10T21:15:31.382Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,PREVENTIVA PROGRAMADA,FINISHED,glopez,,279|2|0|no hay,no hay,no hay,,,,,NO_MATCH,NONE,0,true,PREVENTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),166,74,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
"282_LINAC-153038_282|2|0|Ion Chamber. 1014204-08

SIB. 1006737",282,2019-05-17T22:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,LINAC-153038,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,"282|2|0|Ion Chamber. 1014204-08

SIB. 1006737","Ion Chamber. 1014204-08

SIB. 1006737","Ion Chamber. Serie 07181000106B40-8

Signal Input Board PCB. Serie 2488895. 
",,10952,1014204,Ceramic ion chamber (MR),MATCHED,REF_LIKE,0.5,true,CORRECTIVE_REPLACEMENT_LIKELY,1,85,Alta,task con 1 solo equipo asociado | match Dolibarr por método débil (REF_LIKE),166,0,OK,
284_153038_284|2|0|no hay,284,2019-05-15T13:37:04.891Z,FIELD_BEAT_CLIENT||ACME,ACME,153038,,CORRECTIVA PROGRAMADA,SCHEDULED,,,284|2|0|no hay,no hay,no hay,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,120,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
271_APOTECA-CHEMO_271|2|0|nc,271,2019-04-25T14:00:58.390Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,APOTECA-CHEMO,,,FINISHED,jecheverria,,271|2|0|nc,nc,nc,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,false,UNKNOWN,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,197,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
275_NOEQUIP_275|2|0|N/C,275,2019-04-29T11:50:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,SERVICIO DE SALUD DE MAGALLANES,,,CORRECTIVA NO PROGRAMADA,FINISHED,raguila,,275|2|0|N/C,N/C,N/C,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),40,20,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
286_Linac-154325_286|2|0|No hay.,286,2019-05-15T15:00:20.866Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,,286|2|0|No hay.,No hay.,No hay.,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,120,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
287_Linac-153935_287|3|0|1538489,287,2019-05-17T21:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,CORRECTIVA PROGRAMADA,FINISHED,glopez,,287|3|0|1538489,1538489,PCB diaphragm drive,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),60,30,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
287_Linac-153935_287|2|0|1016472,287,2019-05-17T21:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,CORRECTIVA PROGRAMADA,FINISHED,glopez,,287|2|0|1016472,1016472,diaphragm brake x 2 unidades,,11874,1016472_usado,Diaphragm brakes spare kit,MATCHED,REF_LIKE,0.5,true,CORRECTIVE_REPLACEMENT_LIKELY,1,85,Alta,task con 1 solo equipo asociado | match Dolibarr por método débil (REF_LIKE),60,30,OK,
288_TPS-FALP_288|2|0|N/A,288,2019-05-20T22:00:52.391Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,TPS-FALP,,CORRECTIVA PROGRAMADA,FINISHED,rcammalleri,,288|2|0|N/A,N/A,N/A,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),91,29,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
289_NOEQUIP_289|2|0|N/C,289,2019-05-16T16:30:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,SERVICIO DE SALUD DE MAGALLANES,,,PREVENTIVA PROGRAMADA,FINISHED,raguila,,289|2|0|N/C,N/C,"Low voltaje halogen lamp marca Philips de 13,8 V - 50W ",,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,PREVENTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,240,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
290_NOEQUIP_290|2|0|N/C,290,2019-05-24T14:40:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,SERVICIO DE SALUD DE MAGALLANES,,,CORRECTIVA NO PROGRAMADA,FINISHED,raguila,,290|2|0|N/C,N/C,N/C,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,120,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
291_NOEQUIP_291|2|0|821321900352,291,2019-05-27T11:00:00.000Z,FIELD_BEAT_CLIENT||HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,291|2|0|821321900352,821321900352,Fusible 10 Amperes 32V con retardo.,,11061,821321900352,"Fuse, 10A 32 VAC, time delay, glass cartridge 32 mm x 6.3mm (FS32E)",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,0,20,Insuficiente,task sin equipo asociado | match Dolibarr exacto/alias (REF_EXACT),90,30,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments
292_PANASONIC-ISP_292|2|0|No hay.,292,2019-05-28T14:00:00.000Z,FIELD_BEAT_CLIENT|61.605.000-1|INSTITUTO DE SALUD PUBLICA (ISP),INSTITUTO DE SALUD PUBLICA (ISP),PANASONIC-ISP,,PREVENTIVA PROGRAMADA,FINISHED,mreyes,,292|2|0|No hay.,No hay.,"Alcohol Isopropilico.

Paños de limpieza. ",,,,,NO_MATCH,NONE,0,true,PREVENTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,221,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
293_NOEQUIP_293|2|0|5295001R001,293,2019-05-30T12:10:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,,,CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,,293|2|0|5295001R001,5295001R001,Ipcu 2 ch  positive,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (NO_MATCH),20,100,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
304_SIM-HCM_304|2|0|,304,2019-06-19T20:00:00.000Z,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,SERVICIO DE SALUD DE MAGALLANES,SIM-HCM,,PREVENTIVA PROGRAMADA,FINISHED,raguila,,304|2|0|,,N/C,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,PREVENTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,330,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
305_Linac-154325_305|2|0|Sin número,305,2019-06-21T17:00:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,PREVENTIVA PROGRAMADA,FINISHED,mreyes,,305|2|0|Sin número,Sin número,"Grasa Ep2.  
Limpia contacto. 
Paños de limpieza.  
Alcohol isopropilico. 
",,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,PREVENTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,300,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
308_Linac-152280_308|3|0|N/C,308,2019-07-05T20:00:00.000Z,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,SERVICIO DE SALUD DE MAGALLANES,Linac-152280,,PREVENTIVA PROGRAMADA,FINISHED,raguila,,308|3|0|N/C,N/C,"Grasa Multiuso EP-2,alcohol isopropilico, wd-40, limpia contacto, paños de limpieza.",,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,PREVENTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,270,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
308_Linac-152280_308|2|0|1020850 serial nro.2109688,308,2019-07-05T20:00:00.000Z,FIELD_BEAT_CLIENT|61.607.901-8|SERVICIO DE SALUD DE MAGALLANES,SERVICIO DE SALUD DE MAGALLANES,Linac-152280,,PREVENTIVA PROGRAMADA,FINISHED,raguila,,308|2|0|1020850 serial nro.2109688,1020850 serial nro.2109688,Programmed PCB (PPG),,11004,1020850,"Programmable Pulse Generator, PPG-CVDR PCB",MATCHED,REF_LIKE,0.5,true,PREVENTIVE_REPLACEMENT_LIKELY,1,85,Alta,task con 1 solo equipo asociado | match Dolibarr por método débil (REF_LIKE),0,270,OK,
309_Linac-201073_309|2|0|No hay.,309,2019-07-05T14:00:00.000Z,FIELD_BEAT_CLIENT|96.606.750-0|CLÍNICA ALEMANA DE TEMUCO,CLÍNICA ALEMANA DE TEMUCO,Linac-201073,,PREVENTIVA PROGRAMADA,FINISHED,mreyes,,309|2|0|No hay.,No hay.,Grasa.  WD40.  Aceite de máquina.,,,,,NO_MATCH,NONE,0,true,PREVENTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,301,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
312_LINAC-153038_312|2|0|1016476,312,2019-06-12T15:30:25.140Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,LINAC-153038,,CORRECTIVA NO PROGRAMADA,FINISHED,scarcamo,,312|2|0|1016476,1016476,"2 x Kit Tornillo, Motor y Nuez de Lámina Agility",,10913,1016476,Leaf motor spares kit,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,180,OK,
313_Linac-153935_313|3|0|1516940,313,2019-06-13T12:00:45.530Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,CORRECTIVA NO PROGRAMADA,FINISHED,scarcamo,,313|3|0|1516940,1516940,2 x Leaf Motor Drive Module PCB,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),29,91,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
313_Linac-153935_313|4|0|1016476,313,2019-06-13T12:00:45.530Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,CORRECTIVA NO PROGRAMADA,FINISHED,scarcamo,,313|4|0|1016476,1016476,4 x Kit Tornillo Nuez y Motor,,10913,1016476,Leaf motor spares kit,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),29,91,OK,
313_Linac-153935_313|2|0|1507089,313,2019-06-13T12:00:45.530Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,CORRECTIVA NO PROGRAMADA,FINISHED,scarcamo,,313|2|0|1507089,1507089,Router PCB,,11644,1507089,"Programmed PCB Assy, Router",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),29,91,OK,
320_NOEQUIP_320|2|0|45133308710,320,2019-06-14T12:10:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,SERVICIO DE SALUD DE MAGALLANES,,,CORRECTIVA NO PROGRAMADA,FINISHED,raguila,,320|2|0|45133308710,45133308710,Fuente de Poder,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,90,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
323_Linac-152171_323|4|0|4513 330 4800,323,2019-06-21T15:00:00.000Z,FIELD_BEAT_CLIENT||CLINICA ALEMANA DE SANTIAGO,CLINICA ALEMANA DE SANTIAGO,Linac-152171,,CORRECTIVA PROGRAMADA,FINISHED,scarcamo,,323|4|0|4513 330 4800,4513 330 4800,Electron Gun Assy,,10375,45133304800,SL ELECTRON GUN ASSY,MATCHED,REF_NORMALIZED_EXACT,0.85,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_NORMALIZED_EXACT),0,120,OK,
294_NOEQUIP_294|2|0|No hay.,294,2019-05-15T13:00:00.000Z,FIELD_BEAT_CLIENT||CLÍNICA SANATORIO ALEMÁN (ONCORAD),CLÍNICA SANATORIO ALEMÁN (ONCORAD),,,ASISTENCIA REMOTA,FINISHED,mreyes,,294|2|0|No hay.,No hay.,No hay.,,,,,NO_MATCH,NONE,0,false,UNKNOWN,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,13,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
295_NOEQUIP_295|2|0|No hay.,295,2019-05-22T12:00:00.000Z,FIELD_BEAT_CLIENT||CLÍNICA SANATORIO ALEMÁN (ONCORAD),CLÍNICA SANATORIO ALEMÁN (ONCORAD),,,ASISTENCIA REMOTA,FINISHED,mreyes,,295|2|0|No hay.,No hay.,"No hay. 
",,,,,NO_MATCH,NONE,0,false,UNKNOWN,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,1,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
296_TPS-FALP_296|2|0|N/A,296,2019-05-30T11:45:47.808Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,TPS-FALP,,CORRECTIVA NO PROGRAMADA,FINISHED,rcammalleri,,296|2|0|N/A,N/A,N/A,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),44,76,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
301_OIS-HCVB_301|2|0|No hay,301,2019-06-07T17:00:10.197Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),OIS-HCVB,,REQUERIMIENTO DEL CLIENTE,FINISHED,mreyes,,301|2|0|No hay,No hay,"Repiza metálica de 60 x 23,5 Cm

Pack teclado y mouse. Marca Ultra.

Tornillos rosca. 

Tarugos de volcanita. 

Amarras plásticas.  

",,,,,NO_MATCH,NONE,0,false,UNKNOWN,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,60,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
302_LINAC-153038_302|2|0|no hay,302,2019-06-07T23:00:03.653Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,LINAC-153038,,CORRECTIVA PROGRAMADA,FINISHED,glopez,,302|2|0|no hay,no hay,no hay,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),120,0,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
307_Linac-153935_307|2|0|,307,2019-07-05T21:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,PREVENTIVA PROGRAMADA,FINISHED,glopez,,307|2|0|,,2 filtros de agua,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,PREVENTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),250,30,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
311_Linac-154325_311|2|0|101674,311,2019-07-26T17:00:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,PREVENTIVA PROGRAMADA,FINISHED,mreyes,,311|2|0|101674,101674,"2 Nr. Kit spares, DLG Brake. ",,,,,NO_MATCH,NONE,0,true,PREVENTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),75,175,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
317_NOEQUIP_317|3|0|4513332644304F,317,2019-06-12T20:30:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,SERVICIO DE SALUD DE MAGALLANES,,,PREVENTIVA PROGRAMADA,FINISHED,raguila,,317|3|0|4513332644304F,4513332644304F,01 Motor Assembly,,10304,4513332644304F,MOTOR ASSEMBLY,MATCHED,REF_EXACT,1,true,PREVENTIVE_REPLACEMENT_LIKELY,0,20,Insuficiente,task sin equipo asociado | match Dolibarr exacto/alias (REF_EXACT),120,120,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments
317_NOEQUIP_317|2|0|8113024252101J,317,2019-06-12T20:30:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,SERVICIO DE SALUD DE MAGALLANES,,,PREVENTIVA PROGRAMADA,FINISHED,raguila,,317|2|0|8113024252101J,8113024252101J,01 Lead Screw Assembly,,10325,8113024252101J,LEADSCREW ASSY,MATCHED,REF_EXACT,1,true,PREVENTIVE_REPLACEMENT_LIKELY,0,20,Insuficiente,task sin equipo asociado | match Dolibarr exacto/alias (REF_EXACT),120,120,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments
318_Linac-201110_318|2|0|No hay.,318,2019-06-18T20:00:00.000Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),CLÍNICA SANATORIO ALEMÁN (ONCORAD),Linac-201110,,CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,,318|2|0|No hay.,No hay.,No hay.,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,120,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
329_APOTECA-CHEMO_329|2|0|N/A,329,2019-07-01T13:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,APOTECA-CHEMO,,REQUERIMIENTO DEL CLIENTE,FINISHED,rcammalleri,,329|2|0|N/A,N/A,N/A,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,false,UNKNOWN,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,60,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
332_NOEQUIP_332|2|0|1015459,332,2019-07-05T18:00:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,SERVICIO DE SALUD DE MAGALLANES,,,PREVENTIVA PROGRAMADA,FINISHED,raguila,,332|2|0|1015459,1015459,Tarjeta electrónica Linac Interface Board (LIB),,,,,NO_MATCH,NONE,0,true,PREVENTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,240,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
333_NOEQUIP_333|2|0|at-a3004,333,2019-07-10T01:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,,,CORRECTIVA PROGRAMADA,FINISHED,scarcamo,,333|2|0|at-a3004,at-a3004,Filament Driver,,12080,SAT-A3004-10,Filament driver PCB,MATCHED,REF_LIKE,0.5,true,CORRECTIVE_REPLACEMENT_LIKELY,0,17,Insuficiente,task sin equipo asociado | match Dolibarr por método débil (REF_LIKE),120,0,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments
