equipment_internal_id,client_name,dolibarr_ref,dolibarr_label,previous_event_date,current_event_date,interval_days,interval_months,previous_fieldbeat_task_id,current_fieldbeat_task_id,event_count_for_machine_part,association_confidence_score,match_confidence,interval_confidence_score,interval_confidence_label,interval_confidence_factors,interval_status
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),4513316442301M,FILTER ELEMENT 5 MICRON,2024-01-25T11:30:00.000Z,2024-12-20T16:05:00.000Z,330,10.85,2305,2795,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
CLC-1,CLÍNICA LAS CONDES,1504218,Medical Ethernet Isolator,,2023-07-31T18:00:00.000Z,,,,2078,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1531145,"Assy, Fan 70x70x15mm",,2023-08-01T16:10:00.000Z,,,,2080,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),4513316442301M,FILTER ELEMENT 5 MICRON,2023-08-03T19:19:00.000Z,2024-06-07T21:52:00.000Z,309,10.15,2086,2497,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1535807,FCO Mod-kit “Transformer T2 and NTC”,,2023-08-05T01:39:00.000Z,,,,2089,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1019597,FRAME GRABBER,,2023-08-09T18:16:00.000Z,,,,2092,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1015075,"Cable, retractile, MLC (SK25AA–SK26A)",,2023-08-09T18:16:00.000Z,,,,2092,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1523707,PCI LIB PCB - CCP,,2023-08-09T18:16:00.000Z,,,,2092,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1015076,"Cable, retractile, MLC (SK25BB–SK26B)",,2023-08-09T18:16:00.000Z,,,,2092,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,1018265_proveedor_local,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",2023-08-11T00:52:00.000Z,2024-05-28T19:15:00.000Z,292,9.58,2096,2477,2,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109256,UC CHRISTUS - SCA,4513316442301M,FILTER ELEMENT 5 MICRON,,2023-08-04T13:00:00.000Z,,,,2098,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1027687,Detector imaging panel (AP),,2023-08-21T14:07:00.000Z,,,,2108,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,1509604,"KIT, SPARES, HORIZ ADJUSTER",,2023-08-25T13:00:00.000Z,,,,2110,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,1564298,Diaphragm/DLG PCB,2023-08-25T13:00:00.000Z,2025-02-05T21:09:00.000Z,530,17.42,2110,2872,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1564298,Diaphragm/DLG PCB,2025-02-05T21:09:00.000Z,2025-08-20T01:09:00.000Z,195,6.41,2872,3256,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1556287,"KIT, SPARES, DIAPHRAGM BRAKE",2023-08-25T13:00:00.000Z,2025-02-05T21:09:00.000Z,530,17.42,2110,2872,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1507972,"PCB assy ODI,Voltage Regulator PCB Assy",,2023-08-25T13:00:00.000Z,,,,2110,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,45133502026_usado,X-ray tube (MR),,2023-08-24T19:00:00.000Z,,,,2113,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,45133165177,THYRATRON e2v CX1154L,,2023-08-30T17:30:00.000Z,,,,2122,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,1018559,"ASSY, BRACKET & FAN",2023-09-01T20:00:00.000Z,2025-02-21T18:47:00.000Z,539,17.71,2125,2898,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1024183,"Water pump, Flowjet 436990",,2023-09-08T19:30:00.000Z,,,,2135,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1016518,Detector Panel PSU (XRD- EPS),,2023-09-13T19:14:00.000Z,,,,2141,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1517657,"PCB ASSY, LEAF MOTOR DRIVE - 1 Only",2023-09-15T13:30:00.000Z,2024-05-22T15:15:00.000Z,250,8.22,2143,2472,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,4513316442301M,FILTER ELEMENT 5 MICRON,2023-09-22T19:00:00.000Z,2024-02-16T19:00:00.000Z,147,4.83,2146,2318,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,4513316442301M,FILTER ELEMENT 5 MICRON,2024-02-16T19:00:00.000Z,2025-06-28T14:02:00.000Z,498,16.35,2318,3144,3,93,0.5,93,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1515098,ION PUMP - SPARE,2023-09-25T19:00:00.000Z,2025-04-10T19:23:00.000Z,563,18.5,2158,2988,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1564298,Diaphragm/DLG PCB,,2023-10-06T14:06:00.000Z,,,,2162,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1515098,ION PUMP - SPARE,2023-10-06T19:45:00.000Z,2026-04-20T14:30:00.000Z,927,30.45,2163,3665,2,78,1,78,Media,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1564298,Diaphragm/DLG PCB,2023-10-06T19:45:00.000Z,2024-12-07T22:43:00.000Z,428,14.06,2163,2776,5,78,1,78,Media,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1564298,Diaphragm/DLG PCB,2024-12-07T22:43:00.000Z,2025-08-05T22:00:00.000Z,241,7.92,2776,3235,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1564298,Diaphragm/DLG PCB,2025-08-05T22:00:00.000Z,2025-08-22T00:15:00.000Z,16,0.53,3235,3263,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1564298,Diaphragm/DLG PCB,2025-08-22T00:15:00.000Z,2026-05-16T15:44:00.000Z,268,8.79,3263,3705,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1564298,Diaphragm/DLG PCB,2023-10-06T19:45:00.000Z,2024-02-21T19:30:00.000Z,138,4.53,2163,2328,4,78,1,78,Media,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1564298,Diaphragm/DLG PCB,2024-02-21T19:30:00.000Z,2024-03-08T18:50:00.000Z,16,0.52,2328,2355,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1564298,Diaphragm/DLG PCB,2024-03-08T18:50:00.000Z,2024-06-27T11:00:00.000Z,111,3.64,2355,2533,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1534958,Leaf motor spares kit,2023-10-19T15:42:00.000Z,2024-01-16T17:30:00.000Z,89,2.93,2169,2257,9,100,1,100,Alta,"intervalo de 89 días fuera del rango esperado [-34, 65] (IQR x1.5) para esta combinación",OUTLIER_CANDIDATE
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1534958,Leaf motor spares kit,2024-01-16T17:30:00.000Z,2024-01-22T20:00:00.000Z,6,0.2,2257,2263,9,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1534958,Leaf motor spares kit,2024-01-22T20:00:00.000Z,2024-01-24T18:01:00.000Z,2,0.06,2263,2270,9,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1534958,Leaf motor spares kit,2024-01-24T18:01:00.000Z,2024-02-05T17:00:00.000Z,12,0.39,2270,2285,9,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1534958,Leaf motor spares kit,2024-02-05T17:00:00.000Z,2024-02-06T21:15:00.000Z,1,0.04,2285,2292,9,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1534958,Leaf motor spares kit,2024-02-06T21:15:00.000Z,2024-02-16T17:00:00.000Z,10,0.32,2292,2317,9,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1534958,Leaf motor spares kit,2024-02-16T17:00:00.000Z,2024-02-20T17:31:00.000Z,4,0.13,2317,2323,9,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1534958,Leaf motor spares kit,2024-02-20T17:31:00.000Z,2024-05-07T15:53:00.000Z,77,2.53,2323,2443,9,100,1,100,Alta,"intervalo de 77 días fuera del rango esperado [-34, 65] (IQR x1.5) para esta combinación",OUTLIER_CANDIDATE
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),4513316442101T,"Potentiometer, 20k, 10 turns Coarse/Check",,2023-10-25T10:30:00.000Z,,,,2174,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1509023,"Cable assembly, PL60kV1/8/9 to SK16kV8/9 and PL16kV1 HHC/Data trigger - Reeling",,2023-11-09T19:00:00.000Z,,,,2197,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1509024,"Cable Assy, Area 60 to PLGIPI 1",,2023-11-09T19:00:00.000Z,,,,2197,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,45133412189,LEVER ASSEMBLY,,2023-11-24T14:00:00.000Z,,,,2216,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,45133305658_usado,Multiplex terminal unit (MTU),,2023-11-20T17:00:00.000Z,,,,2217,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
APOTECA-CHEMO,FUNDACION ARTURO LOPEZ PEREZ,T00010988-01-NR2,BASE JERINGA 50 ML,2023-12-01T12:30:00.000Z,2026-01-02T16:10:00.000Z,763,25.07,2219,3450,2,100,0.85,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-151673,CLINICA ALEMANA DE SANTIAGO,45133165177,THYRATRON e2v CX1154L,,2024-01-02T10:50:00.000Z,,,,2241,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1007099,Longitudinal PCB limit switch assembly,,2024-01-05T21:00:00.000Z,,,,2246,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1027687,Detector imaging panel (AP),,2024-01-06T12:00:00.000Z,,,,2247,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201110,CLÍNICA SANATORIO ALEMÁN (ONCORAD),1018265_proveedor_local,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",,2024-01-12T19:00:00.000Z,,,,2251,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1564298,Diaphragm/DLG PCB,2024-01-13T12:46:00.000Z,2024-11-06T21:31:00.000Z,298,9.8,2256,2716,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,4513341220301G,"CABLE, T-GUARD AND LAT MOTOR",,2024-01-18T18:30:00.000Z,,,,2259,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,1027687,Detector imaging panel (AP),,2024-01-19T12:00:00.000Z,,,,2261,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,1500613,X-Ray Window Assembly VersaHD,,2024-01-19T12:00:00.000Z,,,,2261,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,1014204,Ceramic ion chamber (MR),,2024-01-29T12:30:00.000Z,,,,2276,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,45133304800,SL ELECTRON GUN ASSY,2024-02-09T11:00:00.000Z,2025-01-02T12:30:00.000Z,328,10.78,2303,2814,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1016476,Leaf motor spares kit,2024-01-22T03:00:00.000Z,2024-02-12T18:05:00.000Z,22,0.71,2306,2304,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1016476,Leaf motor spares kit,2024-02-12T18:05:00.000Z,2024-02-20T21:00:00.000Z,8,0.27,2304,2327,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1016476,Leaf motor spares kit,2024-02-20T21:00:00.000Z,2026-04-14T10:00:00.000Z,784,25.74,2327,3650,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1541744,"FRU KIT, HAND HELD CONTROLLER",2024-01-22T03:00:00.000Z,2024-05-29T13:42:00.000Z,128,4.22,2306,2478,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1541744,"FRU KIT, HAND HELD CONTROLLER",2024-05-29T13:42:00.000Z,2024-08-28T22:00:00.000Z,91,3,2478,2625,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1515098,ION PUMP - SPARE,2024-01-22T03:00:00.000Z,2024-05-09T19:00:00.000Z,109,3.57,2306,2448,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1515098,ION PUMP - SPARE,2024-05-09T19:00:00.000Z,2025-03-15T22:44:00.000Z,310,10.19,2448,2936,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1538261,"FRU KIT, FLIGHT TUBE DRIVE",,2024-01-22T03:00:00.000Z,,,,2306,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),45133304800,SL ELECTRON GUN ASSY,2024-01-22T03:00:00.000Z,2026-01-16T17:56:00.000Z,726,23.84,2306,3471,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1564298,Diaphragm/DLG PCB,2024-01-22T03:00:00.000Z,2025-03-27T09:30:00.000Z,430,14.14,2306,2962,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1564298,Diaphragm/DLG PCB,2025-03-27T09:30:00.000Z,2025-11-17T14:51:00.000Z,235,7.73,2962,3390,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
153038,ACME,1564298,Diaphragm/DLG PCB,,2024-02-15T15:00:00.000Z,,,,2312,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
153038,ACME,1534958,Leaf motor spares kit,,2024-02-15T15:00:00.000Z,,,,2312,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-2,CLÍNICA LAS CONDES,1509023,"Cable assembly, PL60kV1/8/9 to SK16kV8/9 and PL16kV1 HHC/Data trigger - Reeling",,2024-02-19T18:00:00.000Z,,,,2325,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1556287,"KIT, SPARES, DIAPHRAGM BRAKE",,2024-02-21T19:30:00.000Z,,,,2328,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,1508955,Camera & Lens (Agility),,2024-02-23T12:00:00.000Z,,,,2332,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,1011030,"Lens, Collimator",,2024-02-23T12:00:00.000Z,,,,2332,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1548845,"ASSEMBLY, X-RAY TUBE VAREX",,2024-02-27T12:15:00.000Z,,,,2339,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1502613,Laser ODI Spares Kit,2024-02-27T12:15:00.000Z,2025-05-20T17:35:00.000Z,448,14.72,2339,3071,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
CLC-2,CLÍNICA LAS CONDES,1018559,"ASSY, BRACKET & FAN",,2024-02-28T12:15:00.000Z,,,,2340,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201110,CLÍNICA SANATORIO ALEMÁN (ONCORAD),1532627,"FRU,GUN FILA PSU",2024-03-04T13:00:00.000Z,2024-03-05T11:00:00.000Z,1,0.03,2350,5291,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1527814,"PSU, ION PUMP",2024-03-07T21:00:00.000Z,2025-02-18T00:30:00.000Z,347,11.4,2352,2889,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1017632_usado,PCB ASSY CAMERA CCU,,2024-03-12T10:00:00.000Z,,,,2357,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1018559,"ASSY, BRACKET & FAN",,2024-03-14T15:50:00.000Z,,,,2360,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,4513316442101T,"Potentiometer, 20k, 10 turns Coarse/Check",,2024-03-21T10:00:00.000Z,,,,2375,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,1014474,Cable Assy sw1/sw2 T,,2024-04-04T20:15:00.000Z,,,,2394,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201110,CLÍNICA SANATORIO ALEMÁN (ONCORAD),45133328445,"CAMERA, REMOTE HEAD",,2024-04-02T12:00:00.000Z,,,,2400,1,100,0.85,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1565836,"KIT, SPARES, DLG BRAKE",,2024-04-08T22:43:00.000Z,,,,2401,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1517657,"PCB ASSY, LEAF MOTOR DRIVE - 1 Only",2024-04-12T14:00:00.000Z,2025-11-17T14:51:00.000Z,584,19.19,2406,3390,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1551103,"MOD KIT, DISC SPRING GANTRY (fco)",,2024-04-18T23:00:00.000Z,,,,2412,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,8010-00059-6,TPUS AUTOSCAN PROBE (Clarity),,2024-04-23T20:30:00.000Z,,,,2420,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1024939,"ASSY, 40X40X10MM FAN, HEATSINK",2024-04-30T17:00:00.000Z,2025-04-11T14:13:00.000Z,346,11.36,2433,2989,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109374,UC CHRISTUS - CECA,1024939,"ASSY, 40X40X10MM FAN, HEATSINK",2025-04-11T14:13:00.000Z,2026-02-26T11:06:00.000Z,321,10.54,2989,3553,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1554784,Camera cable,,2024-05-07T15:53:00.000Z,,,,2443,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
APOTECA-CHEMO,FUNDACION ARTURO LOPEZ PEREZ,128338,Air filter 519 (EN1822-1 Class H14),,2024-05-09T12:30:00.000Z,,,,2446,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
APOTECA-CHEMO,FUNDACION ARTURO LOPEZ PEREZ,2455263,Filter Bag with elastic corde for fixing filter bag,,2024-05-09T12:30:00.000Z,,,,2446,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
